number,value,datetime_start,datetime_complete,duration,params_a_0,params_a_1,params_a_2,params_a_3,params_a_4,params_a_5,params_a_6,params_a_7,params_f_0,params_f_1,params_f_2,params_f_3,params_f_4,params_f_5,params_f_6,params_f_7,params_high_0,params_high_1,params_high_2,params_high_3,params_high_4,params_high_5,params_high_6,params_high_7,params_low_0,params_low_1,params_low_2,params_low_3,params_low_4,params_low_5,params_low_6,params_low_7,params_u_dc_0,params_u_dc_1,params_u_dc_2,params_u_dc_3,params_u_dc_4,params_u_dc_5,params_u_dc_6,params_u_dc_7,state
20,0.35727878211227404,2025-11-05 06:39:04.856521,2025-11-05 07:40:33.070962,0 days 01:01:28.214441,-3.47160227132689,4.945185369306091,-4.0220647249561035,2.676605034654764,-3.2479632234177043,-0.8494865438930339,-3.5179596201223884,1.755802547854603,2245.417390972722,3486.0141676924945,5384.9920676459815,6756.57869979721,9230.948370901146,10640.140859601099,12759.013414896219,15254.453383785523,2911,4032,6201,7606,10257,11123,13474,15994,435,2562,4036,6494,7879,9492,11282,12954,0.2905572450677989,0.8739538451752201,0.5791103714887942,0.34684170119509294,0.6559792170757572,0.8994973066455108,0.6206956381701013,0.9054409618585194,COMPLETE
21,0.5252140818268316,2025-11-05 07:40:33.412661,2025-11-05 08:41:35.631960,0 days 01:01:02.219299,-2.941603051067991,2.21295583985619,-3.0514529059373023,-0.20822342287971332,3.108381151693458,4.231578062305787,-2.0612671511696634,-1.8603375845197472,2030.8522858980405,3332.910894731622,4698.741065777034,6159.56490418913,9668.677116769823,11399.088025840492,13196.274126531087,14254.19551823491,2934,4349,6555,7648,9577,11569,13306,16017,510,2713,4209,6461,7831,9649,11210,13796,0.15950944334430445,0.5015480589714303,0.0225309215445489,0.9626981405802103,0.7039128120921941,0.7716862198519717,0.8647582794155773,0.9725237212019855,COMPLETE
22,0.2849666983824929,2025-11-05 08:41:35.911253,2025-11-05 09:42:48.746397,0 days 01:01:12.835144,-2.5502570002602654,2.689251321678045,-4.932529388782298,0.4298279293128453,4.089829150202138,4.326228232118838,-4.995551123153581,-2.2404234632296918,2494.176972337303,3066.9839757739796,4667.840565857448,6373.587158645494,9664.76309890061,11442.822579347856,13174.006099984192,14326.555607029059,3079,4165,6557,7642,9688,11594,13324,16145,487,2706,4389,6646,7791,9703,11154,13798,0.13174363329624178,0.42046145667412477,0.08683188549492571,0.9705678117034582,0.7213781470266285,0.8448166586426389,0.8987635580029356,0.8096273911740074,COMPLETE
23,0.3496669838249286,2025-11-05 09:42:49.079441,2025-11-05 10:42:13.103009,0 days 00:59:24.023568,-1.3179273572324142,0.7515982134399092,-3.562023894112574,1.2308846330856151,2.5096812253380465,2.326092652414091,-1.6945795092499938,-3.7181104506601317,2015.7174510062296,2824.8381149483444,4794.769074288949,6070.397037275132,9998.902875745443,11604.156949090977,13450.877513993006,14064.471915181208,2960,4386,6645,7789,9549,11614,13269,16235,504,2769,4199,6513,7960,9596,11056,13668,0.11892326816678148,0.5597841854662435,0.23977779294286694,0.8551118984370052,0.9471437184796345,0.8161448790168196,0.7363557366792376,0.9083078931962553,COMPLETE
24,0.33206470028544244,2025-11-05 10:42:13.307368,2025-11-05 11:44:10.448804,0 days 01:01:57.141436,-4.155479001990516,-1.0895423547263494,-4.062543694122004,-1.1741889235311775,4.05922799422823,2.5005686306054837,-3.1644728474879766,-0.6376245183146416,2211.4287639236245,3299.743315529056,4600.20213595222,6628.956006770664,9757.785838529147,11091.000001537985,12928.08865915268,14614.799975756521,2743,4502,6392,7576,9439,11285,13149,16497,392,2647,4085,6398,8081,9402,11184,13559,0.07613251134479447,0.16845560274475974,0.4031371524434716,0.13706767108909657,0.7178908151239787,0.9254277427190911,0.6779370417814108,0.9445246124355448,COMPLETE
25,0.4519505233111323,2025-11-05 11:44:10.814003,2025-11-05 12:44:40.245626,0 days 01:00:29.431623,-3.8191069246280986,1.405579558944997,-2.4785156719006607,0.01559868630258432,-0.9374692940449592,3.782309415564921,-1.5255165786771476,-4.990216425133588,1727.065871615299,3915.454062509596,5034.2996826093995,7637.8507814041905,9471.623384429324,11331.488773357309,13832.328124271577,14720.007599734807,3087,3946,6506,7784,9616,11444,13577,15993,327,2886,4272,6309,7901,9884,11125,13210,0.022238429592289347,0.7247753063232193,0.010807200211289624,0.5835183885853996,0.16276059719476504,0.5231650642514133,0.5391933251153297,0.5903370778684089,COMPLETE
26,0.37345385347288296,2025-11-05 12:44:40.581102,2025-11-05 13:43:42.656280,0 days 00:59:02.075178,-2.6466572723816997,0.15529236087674358,-3.233719165500947,2.6069331200225374,4.9336857800491245,4.969979049311323,-3.8890895386102455,4.001678644747002,1226.8021246663611,3471.5412224597335,4651.544828692835,7005.094062351506,9231.654303064151,10956.566160027283,13456.394901463384,14456.087028809572,2870,4296,6634,7988,9708,11127,13379,15821,461,2526,4004,6534,7655,9716,11307,13748,0.9933972844239176,0.6102015678833123,0.10292952637024777,0.7105320226959283,0.43729435384925647,0.6639592020631842,0.9161321171563748,0.8338349632056397,COMPLETE
27,0.3934348239771646,2025-11-05 13:43:42.932314,2025-11-05 14:42:38.325653,0 days 00:58:55.393339,-1.4437781601846817,2.225291281784923,-4.150619180270807,1.1379083706534876,2.6614980331954383,-3.2132831056805435,-4.23107057162308,-2.5787470790509097,2327.7043178734966,3169.720450333123,4786.289329960118,6000.072480707099,8622.603393608155,10798.590698769547,13142.400451012301,14226.567442029569,3002,4104,6352,7600,9558,11640,13276,15953,434,2167,4115,6674,8024,9290,11431,13482,0.1871859828959851,0.9172594028339708,0.21054604859657972,0.8708316528474915,0.24718617753733774,0.7963179352189673,0.7848255548277527,0.721464886568451,COMPLETE
28,0.5004757373929591,2025-11-05 14:42:38.947904,2025-11-05 15:41:22.166801,0 days 00:58:43.218897,0.27927229875698534,2.8663516913738056,-2.051088223530512,-1.8369979080538283,3.5540000394956834,0.6534098652217102,-0.8978199521286989,-1.2124640764641623,1929.3699978858656,2767.218495744575,5985.4200152811645,7286.5019652415795,8925.738000059617,11570.575746773571,12570.586077414475,14892.401610128158,2686,4643,5758,7777,9387,11226,12973,15689,464,2406,4350,6472,7544,9580,11207,13629,0.29777831436025626,0.414250386341096,0.33183081754058186,0.26089257120386555,0.5721421511312218,0.41904536419941935,0.9999200667308502,0.9487211952487246,COMPLETE
29,0.34110371075166507,2025-11-05 15:41:22.483802,2025-11-05 16:40:29.313339,0 days 00:59:06.829537,4.487905630179295,-2.642884627909822,-1.2390154697584506,-4.564702351317735,1.699704226528088,-1.4538625787452786,0.8698673251161155,0.5442780379070582,1639.1067264415378,2970.0076276890154,4884.000355276323,7632.059287648972,8040.3458748649955,11316.278268562499,12112.517080486967,14649.227330405387,3113,4196,6458,8402,9516,11830,13431,15586,509,2457,4528,6310,7783,9483,11118,13045,0.2502573626155969,0.31728043227405567,0.062020367962810796,0.4176061939707402,0.8208786285053788,0.6846161373526451,0.8611582769651001,0.4418115957313722,COMPLETE
30,0.4100856327307326,2025-11-05 16:40:29.622676,2025-11-05 17:39:23.925879,0 days 00:58:54.303203,-0.7441458828010026,-0.26999870070223997,0.4928269503581335,3.8242377076588543,0.8376904968868453,3.180691615397853,-2.216520215353352,-0.42116812619141264,2180.035392643861,3003.43552733072,4518.187504932667,6396.296757949687,9816.614698569982,11958.299920800673,13548.574367498304,14002.63251427337,2988,4025,6430,8498,9850,11392,13634,16045,414,2750,4225,6632,7948,9820,11226,13295,0.5047591828415019,0.5456234443655754,0.40296576912323345,0.013131350692675632,0.7140308857953535,0.5713965766735839,0.7958403709123287,0.8463876353549507,COMPLETE
31,0.5247383444338725,2025-11-05 17:39:24.281650,2025-11-05 18:37:48.282663,0 days 00:58:24.001013,0.36401180221701723,2.8118716183578103,-1.6318441055422144,-2.2077503856669987,3.473137941193807,0.6409768923693586,-0.8410017288952191,-1.539459830519459,1940.610101181159,2740.964754913513,5956.079649744763,7306.859735862103,8907.26332782963,11614.284702015488,12552.925416792685,14962.672089189045,2707,4637,5723,7767,9404,11252,12951,15663,470,2403,4359,6436,7568,9578,11220,13612,0.29808733485063377,0.4190063962057432,0.29507761070372934,0.2917371985468443,0.5543149854729681,0.3855952906496062,0.9959853373438444,0.9491997046141529,COMPLETE
32,0.4862036156041865,2025-11-05 18:37:48.542946,2025-11-05 19:36:10.741817,0 days 00:58:22.198871,-1.7855548314363732,3.30846955369295,-0.9147238322153339,-3.0443188838108917,2.229436970761966,1.7348634092977975,-3.181199933919736,-1.952463908342651,2094.4971469134534,2508.573415233442,5732.184157405937,7471.134326222212,9107.728636123567,11712.361806980853,12306.517389444485,15020.705318491582,2634,4658,5901,7656,9304,11137,12924,15827,477,2369,4476,6447,7607,9647,11115,13772,0.07867994188979631,0.287317988642955,0.2719679528516061,0.288383473065022,0.4641648071658963,0.309866277541162,0.9266942786772784,0.9974888647033899,COMPLETE
33,0.33444338725023787,2025-11-05 19:36:10.958576,2025-11-05 20:34:38.300873,0 days 00:58:27.342297,0.6645099440934856,4.126101706257177,-2.935157645319952,-0.617837874253692,-0.8476422989039631,-0.15054917442175697,0.6555206158607101,-2.9903073216342797,1782.4398433880806,2902.420992192633,5589.355231161574,7205.676686518777,8724.692173839101,11644.997930950936,12850.089281973143,15189.754245381186,2747,4473,6089,7876,9420,11144,13122,15603,431,2529,4328,6563,7848,9465,11437,13743,0.1500387083920934,0.4432891812743172,0.17901842485854752,0.1990165747180142,0.6226226246728718,0.454747601907855,0.8600630623485848,0.798619125682919,COMPLETE
34,0.3939105613701237,2025-11-05 20:34:38.510668,2025-11-05 21:33:32.236929,0 days 00:58:53.726261,1.9393004905843567,1.6349527558815056,-1.6127444683450176,-2.408496650331739,4.2904250451012595,0.3532339011405478,-1.914425811608793,-0.09600713907169389,2368.6453433900283,2669.519993954764,5016.275738044291,7754.840907884349,8986.463835403101,11354.773817769059,12589.587857610972,14544.126159607067,2863,4777,6138,7561,9372,12018,12896,15722,474,2636,4162,6185,7694,9331,11322,13615,0.40344772003584667,0.37305491509904015,0.3806418832110365,0.3240556506261592,0.8781402704810245,0.3425822184458171,0.9454918734821528,0.655046214629627,COMPLETE
35,0.3472882968601332,2025-11-05 21:33:32.518037,2025-11-05 22:32:31.420598,0 days 00:58:58.902561,-0.2616574498096803,1.0939519707904848,-3.770685008990477,0.0471340283586936,3.6811588765573986,-1.1070487731137937,0.26853473056902777,1.1187576358404714,1386.1381207170411,3092.5536505883956,5892.307275606775,7133.989507777835,8428.257828764332,11773.23810598622,12738.724875581549,15340.093283846272,3044,4642,6007,7740,9443,11252,13057,15639,377,2316,4252,6374,8485,9937,11056,13377,0.07065898980500884,0.6737699621363862,0.541892055860148,0.14340499784280633,0.38808204236722704,0.2719050982824186,0.674749713191386,0.9341196317357416,COMPLETE
36,0.2849666983824929,2025-11-05 22:32:31.699162,2025-11-05 23:31:17.350441,0 days 00:58:45.651279,-2.1347500801139625,-0.6427247847799616,-4.510367163608251,-4.981549051801348,3.1227301909887863,1.1631957640686323,-1.0857681236269352,-1.034962385277057,1524.0951055995245,3654.9420783428072,5268.927129280288,6897.224799073491,9403.75513318198,11073.54661795589,13177.05840118149,14851.543049574624,3115,4840,5867,7942,9612,11064,13008,15504,309,2584,4540,6587,8082,9729,11506,13504,0.1835209646764859,0.5412342192037398,0.10889447734346347,0.5044150655866932,0.012727384223317428,0.5719837371135617,0.9824386486330108,0.8861436550144742,COMPLETE
37,0.346336822074215,2025-11-05 23:31:17.668356,2025-11-06 00:30:19.671697,0 days 00:59:02.003341,-2.931419340078533,3.034442412521419,4.717029771071215,-1.104572231284001,0.36156141461950764,2.033759092327802,-4.357338032199859,-2.990757495309654,1746.6061394213252,2744.5284755800917,5143.371036858283,7455.552990820503,9147.98620597889,10763.26916333744,13319.926686778208,15687.110265853435,2293,4260,6619,7847,9348,11339,13221,15820,442,2494,4381,6061,7610,9561,11210,13423,0.30487607163656805,0.8393931222526603,0.4313391333264394,0.6320389286093713,0.5388557472090001,0.48278659747527614,0.8701788438646781,0.1588037132560997,COMPLETE
38,0.47288296860133205,2025-11-06 00:30:19.932972,2025-11-06 01:29:11.858219,0 days 00:58:51.925247,-4.987063469920242,3.9715915714528274,-0.462253041227187,4.291526299020578,2.0183397157656344,-2.832850907560719,-2.772865639753525,2.2625290332984753,2009.771617833455,2904.4055953863653,4613.537446213275,6676.512874765581,8687.927261592959,11520.273648032191,12479.499504343723,14986.30379838902,2409,4363,6253,7501,10036,11680,13181,15561,159,2685,4313,5743,7732,9661,11408,13200,0.09720417023040312,0.13387424600892872,0.3450621406410677,0.3858652301842319,0.3565153352188027,0.4023715828623321,0.765495287147626,0.8696483994955202,COMPLETE
39,0.34110371075166507,2025-11-06 01:29:12.097000,2025-11-06 02:27:56.799938,0 days 00:58:44.702938,3.5353084300772277,0.14533330289673518,1.0445000795683295,-4.056344601811331,-1.4959495097864584,2.9095496530554206,1.6821122280781378,0.8740178925661917,1896.9003244839005,3269.9697855934764,4837.181132643955,7244.903249265553,8183.248633382272,11964.909072077382,12221.575895931262,14487.214828514483,2874,4722,6037,7642,9721,11770,12930,16182,90,2836,4433,5838,8168,10105,11607,13547,0.6805955689616563,0.34492106936793754,0.2751388492324008,0.22087732678888994,0.11256792927619866,0.2246747170459581,0.8163355888135431,0.7660767192533572,COMPLETE
40,0.3882017126546147,2025-11-06 02:27:57.074889,2025-11-06 03:26:32.564500,0 days 00:58:35.489611,1.871757373313232,2.0181106703486353,-2.2797894837759265,3.2060513184287687,-2.7655671488509936,3.7487822574365675,-4.957177756526488,-4.1046409050402355,1309.0605931823184,3425.3335371235635,5646.920045287272,6909.756624883176,8872.781126145996,10905.01920760586,13047.483885592213,14365.399660691834,2588,4582,5825,8100,9821,11551,13453,16064,244,3116,4726,6429,7554,9815,11162,13713,0.4194638397854306,0.659530309004341,0.9998369292784398,0.1168616516646094,0.4743054055381884,0.9369368458780398,0.9620804922341558,0.9635281726298135,COMPLETE
41,0.5047573739295909,2025-11-06 03:26:32.779919,2025-11-06 04:25:17.605494,0 days 00:58:44.825575,0.2613655984625829,2.855548255597819,-1.6733108475766612,-1.6126746556715559,3.8443998185929082,-0.4219859369851595,-1.1649723423461014,-1.2130437372054452,1840.256613477376,2750.7803520939074,5978.253953327893,7304.571180171321,8935.179938583531,11604.223726791895,12589.009245276593,14915.350387188899,2696,4441,5742,7792,9396,11235,12981,15690,475,2332,4371,6479,7520,9582,11226,13611,0.2591943647102074,0.39524468362408793,0.36350085267345567,0.28331100510308627,0.5730215545524948,0.393265146666733,0.9934252144323747,0.9410669884968113,COMPLETE
42,0.3972407231208373,2025-11-06 04:25:17.867610,2025-11-06 05:23:54.902061,0 days 00:58:37.034451,0.587484323938144,4.65817326311868,-1.6667555042228146,-2.703421869888445,4.553324951687711,-0.5106761135502103,-0.15123050715343456,-0.15572245892611236,1668.267039538278,4446.482910451845,5982.665428947865,7095.141419142913,9028.846102206493,11842.444044453472,12653.77339131669,14694.221574201365,2718,4420,5728,7925,9520,11307,13002,15643,486,2355,4468,6538,7535,9532,11243,13607,0.5428903726438894,0.48316453594506403,0.770206816936134,0.31171523471428814,0.6751687322712028,0.3805871750783552,0.8884688207979563,0.9101397692916918,COMPLETE
43,0.346336822074215,2025-11-06 05:23:55.109459,2025-11-06 06:23:04.360234,0 days 00:59:09.250775,-0.1077983255282946,3.62581495190338,-3.4257889189087747,-2.079885177656884,3.841768136214567,-1.5312423895161826,-0.8212394324777689,-0.9383195277586012,1826.7775637028801,2652.111198231816,5850.372557562295,7362.846460119136,9306.510678525186,11396.930927240488,12030.05545399442,15094.057517110132,2606,4451,6715,8209,9458,11165,13095,15744,392,2224,4262,6274,7502,9622,11114,13461,0.24223822600664469,0.775774533031478,0.5085577826243828,0.17174587063246244,0.5985023006443809,0.3034494046977369,0.9984140416641595,0.9659982112137767,COMPLETE
44,0.7916270218839201,2025-11-06 06:23:04.724407,2025-11-06 07:21:54.631111,0 days 00:58:49.906704,-0.5942688214269739,2.503261665125832,-0.33885953897943333,-1.4752457347656942,3.1017159960602214,1.190192559929621,-3.3087814016472583,-1.332439998977597,2123.671267300873,3115.075214739994,5880.3917924408515,7350.602871661748,8779.942240034366,11710.864797143904,12483.312401762627,14915.143320174699,2515,4153,5915,7692,9395,11100,13032,15933,7,2291,4355,6148,7656,9681,11739,13686,0.016992970904844584,0.38325035566745697,0.4614810036971653,0.2581915394512268,0.7925868715425429,0.18932436026030655,0.9450478704880845,0.2796431521948731,COMPLETE
45,0.7935299714557564,2025-11-06 07:21:54.994823,2025-11-06 08:20:50.838039,0 days 00:58:55.843216,-0.6814889994688678,1.7182356637175813,-0.2629515812726062,-0.9616399118475992,2.8610338376196056,1.1511650442283416,-3.3374884255663164,-1.8550002345236332,2405.311835261814,3167.050155222425,5707.373559149646,7539.183531453177,8792.292196036167,11246.906535169635,12442.983151640343,15322.155758242721,2477,4138,5955,7695,9332,11089,13137,15945,18,2285,4074,6105,7639,9687,11725,13696,0.02000676784961729,0.21994718031336782,0.4609482551576353,0.052793126668674376,0.7810333602211209,0.06785929626343902,0.9304728718252862,0.24177218781395793,COMPLETE
46,0.4043767840152236,2025-11-06 08:20:51.101564,2025-11-06 09:19:42.162517,0 days 00:58:51.060953,-0.6593629099155487,0.5880030965521748,1.7959246485061473,4.943360855892034,1.2993185152731441,1.2123094450314023,-3.290767553549368,-1.8514932467862704,2407.041038355408,3167.854230491209,5776.088809555701,7555.661973659529,8529.30747256161,11220.018161168757,12460.8005821494,15501.529077386658,2490,4148,5957,7675,9331,11105,13146,15907,29,2183,4062,6142,7780,9695,11736,13811,0.043924030026618155,0.21654832319033038,0.6739896596508146,0.048452653474217,0.7829398311163898,0.02716026806517724,0.7129192737711283,0.31163548864842755,COMPLETE
47,0.4904852521408183,2025-11-06 09:19:42.489234,2025-11-06 10:18:37.163149,0 days 00:58:54.673915,-1.7816627027120027,1.2281011722741586,2.9222807374257544,-0.7197709241791834,-0.4266505483866382,1.9989649021510565,-4.0717004698833295,-2.350175793211355,2117.7625890860363,3373.7144181519257,5378.588642553265,7394.925095751653,8790.047548929255,10074.966081847986,13970.110531199034,15355.797808291145,2387,4045,5951,7611,9278,11084,13217,15935,11,2281,4001,6032,7665,9770,11786,13695,0.011022488588344932,0.10775981706081478,0.45929712494713504,0.09232287359814842,0.7873016944664069,0.12313198856715171,0.6311268472019851,0.26487314211039664,COMPLETE
48,0.4300666032350143,2025-11-06 10:18:37.413268,2025-11-06 11:17:07.558341,0 days 00:58:30.145073,-1.3746406181544484,1.7749748234389418,-0.3293367767696693,1.9492757050224303,3.0032480206839223,-4.133390264604263,-2.8784732552871413,-3.295143762648594,2280.974545116846,3101.962989364214,4549.393299774593,7797.21447154352,8673.054752455326,11136.901192421361,12832.780838801897,14824.196253973678,2439,3990,6121,7713,9552,11062,13384,16118,59,2782,4120,6092,7722,9923,11923,13720,0.04780905392822714,0.06462142239833257,0.4966421368957489,0.04790290094600171,0.8715732006913236,0.09045742592500934,0.8316270837673152,0.11240216724660368,COMPLETE
49,0.4495718363463368,2025-11-06 11:17:07.876927,2025-11-06 12:16:15.681790,0 days 00:59:07.804863,-2.3194387196269073,2.298069087089862,1.6143846039222307,-0.28412832504934116,2.19785022524981,1.2262310803410843,3.3704480102545826,-4.412230818550275,2382.657609718269,3606.323756542008,5661.3915044872065,7708.778315002741,8331.906790448456,11273.038453341233,12295.871081509393,15624.801910547792,2514,4113,5820,7536,9494,11182,13296,15853,109,2219,4002,5952,7976,9750,11644,12851,0.8116670253257041,0.257636106190629,0.6780188955881137,0.2327997092676274,0.9536183381106987,0.19933312587843915,0.3899792398708843,0.22062741302915367,COMPLETE
50,0.3073263558515699,2025-11-06 12:16:15.991022,2025-11-06 13:15:57.821488,0 days 00:59:41.830466,-1.0885000182501767,-3.734543336065382,2.488114544212161,-0.9960015812740812,-4.059539043704474,0.2673094368652489,-3.7147500778494313,0.25975051768720264,2460.2969345399724,3223.696293745874,5188.44900440169,6418.20163078332,9562.08777364579,11019.80630503691,13258.63676843662,15152.388580103621,2355,4204,6521,7820,9622,11100,13800,16282,194,2591,4169,6174,7632,9670,11863,13661,0.15262021795959652,0.20582176905407473,0.6044113288110096,0.16783854398241677,0.9878045326639182,0.15466740501893184,0.033140836772126925,0.02990496692649755,COMPLETE
51,0.37059942911512844,2025-11-06 13:15:58.097191,2025-11-06 14:15:27.222980,0 days 00:59:29.125789,1.1721373120658907,2.4205267115024234,-0.9521238035254492,-1.56043408691065,4.766054966907011,0.9290806828169323,-2.235349764417523,-1.5048617412195893,1977.4054349879593,3038.7024325011726,5905.32953153752,7176.41931112861,8822.806188773506,11713.194492333596,12438.389751978902,15016.594256567694,2171,4074,5872,7734,9354,11208,13031,15952,39,2412,3948,6236,7573,9632,11780,13773,0.10112931126807828,0.4555241823281684,0.4377984596730923,0.36947476364752996,0.7608243854938264,0.06131859900020777,0.9411163648409153,0.41845176929092454,COMPLETE
52,0.6579448144624167,2025-11-06 14:15:27.649842,2025-11-06 15:15:05.159178,0 days 00:59:37.509336,-0.004694032995978974,3.3260308224349258,-0.07165013252321684,-3.5819999567467073,3.01398530906945,0.12105758784518694,-4.437940838688601,-1.8042426705534715,2144.0815986058346,2955.2652860643066,5811.079395087912,7418.257912197738,8752.653204084223,11484.322157391727,12236.79362168843,15286.184898620586,2563,3993,6179,7688,9457,11164,13101,16029,72,2260,4294,6101,7582,9505,11665,13140,0.051279716527904154,0.32777989121231127,0.05726250384442479,0.10482397895624795,0.8438169777819754,0.10102729302109087,0.884694863213063,0.3620942639616932,COMPLETE
53,0.346336822074215,2025-11-06 15:15:05.482608,2025-11-06 16:14:37.454146,0 days 00:59:31.971538,-0.38824323542147143,3.3488712270493037,0.6758330552261502,0.30901855557890445,3.0292262467021596,0.3419259449899539,-4.430918393038625,-2.553184580694851,2153.2701660040507,3128.8901237109653,5816.891013294503,7968.746446049902,8716.223435382859,11483.41070142734,12226.652803590312,15311.993357820744,2549,3986,6073,7550,9477,11150,13234,16036,4,2260,4294,6007,7697,9429,11705,13122,0.06175228494739862,0.3339609800108156,0.046718052091556904,0.08678349463511364,0.8532050996683075,0.104259656577667,0.7470592756290613,0.3636583400607874,COMPLETE
54,0.7459562321598477,2025-11-06 16:14:37.652331,2025-11-06 17:14:18.533884,0 days 00:59:40.881553,-0.5695228527164133,-1.1910819097851097,-0.03195791599299355,-3.9424920511966937,-1.4582748698384815,-2.3954413096885854,-4.783182442433098,-2.007626780626305,2246.0862784142328,3300.784089721603,5691.59475058275,7438.022060389495,8495.029662445311,10369.976900095971,12023.348027655147,15411.686465668068,2462,4176,6166,7683,9521,11058,13093,16018,54,2306,4234,6112,7894,9527,11576,12976,0.012319871550530437,0.27350086123375544,0.06896476334937929,0.012355218429400593,0.8272789814984857,0.05584549861244645,0.16647397310399603,0.20867695075416556,COMPLETE
55,0.7316841103710752,2025-11-06 17:14:18.774149,2025-11-06 18:13:53.956061,0 days 00:59:35.181912,0.07108820081037817,-1.365600898989261,1.2352780910115353,-3.8288496201883273,-1.9100382599098928,-2.446048145586641,-4.69601095048723,-0.7231862928619492,2261.4672382581357,2931.0102997932854,5709.173161760864,7437.9152749341465,8457.205299696874,10315.892045766108,12040.707384141533,15473.66418517548,2454,4160,6171,7694,9314,11055,13100,15973,71,2204,4226,6121,7920,9346,11624,12946,0.03931100498145654,0.2540109429248284,0.15552494407754464,0.014935158181676289,0.8958367215858313,0.1916188044993961,0.13634250891169825,0.2467598059770105,COMPLETE
56,0.37059942911512844,2025-11-06 18:13:54.166885,2025-11-06 19:13:37.879231,0 days 00:59:43.712346,-0.6064191690123422,-1.3493733794637814,0.008541897384577448,-3.6323221371192274,-1.5651960763305632,-1.9235742661431032,-4.508698242106388,-0.7025072892969937,2246.8469411691017,2892.8683524503576,5719.467808288209,7556.233086375692,8493.658920918228,10356.823270396935,12013.9043090141,15431.250113466815,2460,4165,6173,7691,9332,11110,13091,15977,57,2300,4234,6126,7911,9328,11556,12938,0.054704222124454874,0.2736998255085703,0.1678918798899754,0.016227009495592658,0.9262161996656899,0.05951035137242793,0.11614790446260326,0.202347776654577,COMPLETE
57,0.7207421503330161,2025-11-06 19:13:38.207496,2025-11-06 20:15:05.082681,0 days 01:01:26.875185,0.006237615063743429,-1.915375695780362,1.0796292447181188,-3.657784368964836,-2.035010578551184,-2.5708290388665436,-4.7072259948456665,-3.44231202206311,2324.228063927349,3005.8664189570427,5550.579546847085,7396.132710080831,8377.646728177819,10432.870437811447,12127.797163274152,15550.425590820252,2335,4269,6241,8285,9295,11056,13112,16095,120,2199,4408,6082,7871,9373,11653,13023,0.10094603795069965,0.24021410472852336,0.23904855676678374,0.10794786781968449,0.8374984124722015,0.011128260582296823,0.15098475578094792,0.2658510403921889,COMPLETE
58,0.7169362511893435,2025-11-06 20:15:05.474713,2025-11-06 21:16:57.568600,0 days 01:01:52.093887,1.3938390656817523,-1.536784932051804,1.1012266112618478,-3.6643264001135902,-2.185242365115794,-2.5033200149298085,-4.047070718785479,-2.10924744217487,2320.458081645193,2967.673294445341,5544.360722378131,7432.707433872221,8333.94258580648,10359.087955272418,12136.311244248178,15804.414504395305,2334,4239,6269,8027,9311,11055,13123,16089,117,2198,4421,5974,7809,9372,11655,12991,0.11767129792773914,0.17326049574199043,0.12254587792162866,0.11035427792469227,0.837772520372327,0.18883144048994255,0.16053958833426807,0.247074847645878,COMPLETE
59,0.3306374881065652,2025-11-06 21:16:57.965186,2025-11-06 22:19:09.490910,0 days 01:02:11.525724,2.4216143789873605,-2.329141971957166,1.0634807829215176,-4.215937876789465,-2.2130078686314687,-2.6105364420537933,-3.5193264436867984,-2.7164460236510566,2301.406253683904,2820.1230449024997,5502.176214417137,7703.921293835537,8265.270407178697,10430.793675491972,12116.181764748973,15878.773533617712,2331,4250,6278,7993,9305,11085,13033,16096,109,2195,4591,5995,7870,9360,11589,12998,0.11987973147850316,0.2446390836676361,0.13084129296709468,0.06054908353785565,0.9126367080581457,0.0104814613114948,0.1490185136818416,0.27075433345142624,COMPLETE
60,0.7121788772597526,2025-11-06 22:19:09.881925,2025-11-06 23:21:19.694591,0 days 01:02:09.812666,1.4615052413135992,-1.891830437692092,1.5013979156389825,-3.310117763561882,-2.8274893432610124,-2.478029716646975,-4.016369746565007,-3.460633486084091,2395.9300114473926,3047.911910936204,5555.990841561778,7509.779356289323,8443.602384039792,10286.489621897337,12109.086655661278,15755.406200437925,2255,4293,6216,8303,9306,11058,13183,16141,131,2211,4417,5891,7800,9277,11702,12917,0.010196578951252512,0.1855974254676528,0.18124655127214032,0.14282832108326046,0.7611673921240187,0.18812285809817314,0.24260233557421157,0.15416943046268483,COMPLETE
61,0.7069457659372027,2025-11-06 23:21:19.926571,2025-11-07 00:23:32.706394,0 days 01:02:12.779823,1.519931728459511,-1.9909376832586811,1.3532004562281679,-3.246268468288804,-2.8146510480820237,-3.721589572959406,-4.735637449791065,-3.483340861890853,2445.50557658696,3030.4013807766346,5584.249056382148,7539.218643561223,8366.712590381703,10252.383521277592,12128.641535541155,15814.8147969841,2246,4286,6228,8335,9309,11057,13187,16150,129,2221,4397,5876,7819,9369,11697,12882,0.012933371130296807,0.1818848850687404,0.23493462676914,0.13101579941384323,0.7721291381894836,0.19265208706658468,0.22634501235846452,0.17089308932353048,COMPLETE
